longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,bedroom_share,men_per_household,population_per_room,age_cat
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,0,0,0,1,0,19.28620452985587,2.4282907662082516,0.424159231297186,4
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,0,0,0,1,0,20.132560066280032,3.4830917874396135,0.5973487986743994,3
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,0,0,0,1,0,21.432664756446993,3.243076923076923,0.6040114613180516,3
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,0,0,0,1,0,25.730994152046783,2.2193548387096773,0.5029239766081871,4
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,0,0,0,1,0,31.277056277056275,2.1072664359861593,0.6590909090909091,3
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,0,0,0,1,0,26.666666666666668,3.267857142857143,0.8714285714285714,4
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,0,0,0,1,0,28.52941176470588,2.2988505747126435,0.5882352941176471,4
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,0,0,0,1,0,42.487046632124354,2.232258064516129,0.8963730569948186,4
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,0,0,0,1,0,19.40928270042194,2.7633136094674557,0.49261603375527424,4
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,0,0,0,1,0,18.499353169469597,3.2782608695652176,0.48771021992238034,4
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,0,0,0,1,0,51.24999999999999,1.5315789473684212,0.6613636363636364,4
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,0,0,0,1,0,39.77142857142857,1.6545454545454545,0.624,2
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,0,0,0,1,0,40.0,3.2051282051282053,1.1904761904761905,2
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,500001.0,0,0,0,1,0,31.32530120481928,4.658823529411765,1.5903614457831325,4
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,0,0,0,1,0,39.436619718309856,2.2099447513812156,0.8048289738430584,3
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,0,0,0,1,0,40.46511627906977,10.272727272727273,4.2046511627906975,4
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,0,0,0,1,0,32.29166666666667,5.617647058823529,1.9895833333333333,4
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,0,0,0,1,0,32.89099526066351,2.377483443708609,0.680568720379147,4
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,0,0,0,1,0,36.3265306122449,2.841541755888651,0.7737609329446065,4
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,0,0,0,1,0,46.48151623193845,1.493327593628928,0.6509664102082943,4
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,0,0,0,1,0,28.959965187119234,1.735593220338983,0.4456048738033072,4
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,0,0,0,1,0,31.94029850746269,2.21978021978022,0.6029850746268657,4
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,0,0,0,1,0,34.49212384573601,1.6192,0.5497012493210212,3
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,0,0,0,1,0,29.865125240847785,1.8755102040816327,0.5059179741260666,4
-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,0,0,0,1,0,30.369415807560134,1.8432,0.4948453608247423,4
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,0,0,0,1,0,27.609369617636926,1.7120908483633934,0.4414398897692043,4
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,0,0,0,1,0,28.337236533957842,1.706140350877193,0.45550351288056207,4
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,0,0,0,1,0,32.52900232018561,1.4600326264274062,0.41531322505800466,4
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0,0,0,0,1,0,32.60091977516607,1.5030743432084963,0.45801396695622554,4
-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,0,0,0,1,0,14.910536779324055,2.762295081967213,0.44665341285619614,4
-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,0,0,0,1,0,23.790720631786773,1.5548245614035088,0.34995064165844025,4
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,0,0,0,1,0,26.16609783845279,1.6255924170616114,0.3902161547212742,4
-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,0,0,0,1,0,21.574260270037346,2.011142061281337,0.41482332663027865,4
-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,0,0,0,1,0,25.621816002397363,1.8952618453865338,0.4554989511537309,4
-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,0,0,0,1,0,20.29494382022472,2.1739130434782608,0.3862359550561798,4
-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,0,0,0,1,0,28.826463638750326,1.7671232876712328,0.47414019427671306,4
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,0,0,0,1,0,30.209648901237685,1.4371405094494658,0.4417782268249558,4
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,0,0,0,1,0,23.526936026936028,1.8092485549132948,0.3952020202020202,4
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,0,0,0,1,0,26.53440793552387,1.599526066350711,0.4184748915065096,4
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,0,0,0,1,0,22.439405785770134,1.8350515463917525,0.4175136825645035,4
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0,0,0,0,1,0,34.846674631620864,1.5400361228175798,0.5093588211867782,4
-122.25,37.83,29.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,0,0,0,1,0,26.37231503579952,1.7222757955641272,0.4262529832935561,4
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,0,0,0,1,0,15.864811133200796,2.6005361930294906,0.3856858846918489,4
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,0,0,0,1,0,14.299212598425196,2.263917525773196,0.3458267716535433,4
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,0,0,0,1,0,15.760869565217392,2.1117021276595747,0.3082298136645963,4
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,0,0,0,1,0,16.16766467065868,2.0851063829787235,0.2934131736526946,4
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,0,0,0,1,0,14.67857142857143,2.632754342431762,0.37892857142857145,4
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,0,0,0,1,0,16.26523094361009,2.120720720720721,0.3335222442618305,4
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,0,0,0,1,0,13.9739663093415,2.455040871934605,0.34494640122511483,4
-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457000000000001,337300.0,0,0,0,1,0,19.822205409494988,2.1244769874476988,0.38414980139965954,4
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,0,0,0,1,0,16.115843270868822,2.152400835073069,0.35127768313458263,4
-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,0,0,0,1,0,17.4357476635514,2.274706867671692,0.3966121495327103,4
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,0,0,0,1,0,13.504307753957123,2.470948012232416,0.32378280905630136,4
-122.2,37.84,30.0,2211.0,346.0,966.0,343.0,6.0666,311500.0,0,0,0,1,0,15.649027589326097,2.816326530612245,0.4369063772048847,4
-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,325900.0,0,0,0,1,0,16.129032258064516,2.2983870967741935,0.37524687294272546,4
-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,392600.0,0,0,0,1,0,12.987012987012985,2.747422680412371,0.32962275819418674,3
-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,319300.0,0,0,0,1,0,16.05584642233857,2.419864559819413,0.37417102966841187,4
-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,333300.0,0,0,0,1,0,15.557749259624876,2.1240208877284594,0.32122408687068116,4
-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,335200.0,0,0,0,1,0,13.8763197586727,2.4368421052631577,0.3491704374057315,4
-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,351200.0,0,0,0,1,0,14.033983637507866,2.5687203791469195,0.3410950283196979,4
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,0,0,0,1,0,15.131211613623673,2.45724907063197,0.3690675600223339,4
-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,365900.0,0,0,0,1,0,14.38692098092643,2.414448669201521,0.3460490463215259,4
-122.2,37.82,29.0,1229.0,181.0,420.0,176.0,7.0175,366700.0,0,0,0,1,0,14.727420667209113,2.3863636363636362,0.3417412530512612,4
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,362800.0,0,0,0,1,0,14.164456233421753,2.53,0.33554376657824936,4
-122.18,37.81,30.0,292.0,38.0,147.0,52.0,6.3624,483300.0,0,0,0,1,0,13.013698630136986,2.826923076923077,0.5034246575342466,4
-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,331400.0,0,0,0,1,0,14.021052631578948,2.322857142857143,0.3423157894736842,4
-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,323500.0,0,0,0,1,0,14.709851551956815,2.504694835680751,0.3599865047233468,4
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,216700.0,0,0,0,1,0,21.355453582774444,2.282608695652174,0.44475820684786443,4
-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,233100.0,0,0,0,1,0,23.735581188997337,1.9527720739219712,0.42191659272404614,4
-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,296400.0,0,0,0,1,0,15.262778977681785,2.2767857142857144,0.367170626349892,4
-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,273700.0,0,0,0,1,0,16.996448503297817,2.4837662337662336,0.3881278538812785,4
-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,227700.0,0,0,0,1,0,21.300961978928083,2.4543478260869565,0.5171781951442969,4
-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,199600.0,0,0,0,1,0,20.297462817147856,2.433106575963719,0.4693788276465442,4
-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,239800.0,0,0,0,1,0,19.88239617787578,2.3009708737864076,0.4355016538037486,4
-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,270100.0,0,0,0,1,0,16.74901185770751,2.223529411764706,0.37351778656126483,4
-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,302100.0,0,0,0,1,0,18.206521739130434,1.9846449136276392,0.35122282608695654,4
-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,269500.0,0,0,0,1,0,23.905558288243974,1.7145969498910676,0.38711264141662566,4
-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,314700.0,0,0,0,1,0,15.980460572226098,2.8732394366197185,0.427076064200977,4
-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,390100.0,0,0,0,1,0,13.734198838401094,2.6868421052631577,0.3488213187564059,4
-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,410300.0,0,0,0,1,0,12.613390928725702,3.3372093023255816,0.3719222462203024,4
-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,352400.0,0,0,0,1,0,12.595573440643863,2.914373088685015,0.3835010060362173,4
-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,287300.0,0,0,0,1,0,15.973154362416109,2.4765625,0.425503355704698,4
-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.507999999999999,348700.0,0,0,0,1,0,12.97085998578536,2.4943181818181817,0.31201137171286425,4
-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,243800.0,0,0,0,1,0,26.278069756330623,1.9006211180124224,0.4386048733874821,4
-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944,211500.0,0,0,0,1,0,18.91891891891892,2.057142857142857,0.40540540540540543,4
-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,218400.0,0,0,0,1,0,24.436990896023,2.4528688524590163,0.5735505510301868,4
-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,269900.0,0,0,0,1,0,19.976124154397134,2.023166023166023,0.41703143653004376,4
-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,218800.0,0,0,0,1,0,25.835396039603957,1.8380187416331994,0.4248143564356436,4
-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,225000.0,0,0,0,1,0,25.849514563106794,1.6896551724137931,0.4162621359223301,4
-122.25,37.8,43.0,2364.0,792.0,1359.0,722.0,2.1429,250000.0,0,0,0,1,0,33.50253807106599,1.8822714681440442,0.5748730964467005,4
-122.25,37.8,41.0,1471.0,469.0,1062.0,413.0,1.6121,171400.0,0,0,0,1,0,31.8830727396329,2.5714285714285716,0.7219578518014956,4
-122.25,37.8,29.0,2468.0,864.0,2178.0,773.0,1.3929,193800.0,0,0,0,1,0,35.008103727714754,2.817593790426908,0.8824959481361426,4
-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,125000.0,0,0,0,1,0,30.14705882352941,2.7296037296037294,0.7175245098039216,4
-122.25,37.79,45.0,1786.0,526.0,1475.0,460.0,1.7772,97500.0,0,0,0,1,0,29.451287793952968,3.2065217391304346,0.8258678611422172,4
-122.25,37.79,29.0,629.0,188.0,742.0,196.0,2.6458,125000.0,0,0,0,1,0,29.88871224165342,3.7857142857142856,1.179650238473768,4
-122.25,37.79,52.0,1339.0,391.0,1086.0,363.0,2.181,138800.0,0,0,0,1,0,29.200896191187454,2.9917355371900825,0.8110530246452576,4
-122.25,37.8,36.0,1678.0,606.0,1645.0,543.0,2.2303,116700.0,0,0,0,1,0,36.11442193087008,3.029465930018416,0.9803337306317044,4
-122.25,37.8,43.0,2344.0,647.0,1710.0,644.0,1.6504,151800.0,0,0,0,1,0,27.602389078498295,2.6552795031055902,0.7295221843003413,4
-122.24,37.8,52.0,996.0,228.0,731.0,228.0,2.2697,127000.0,0,0,0,1,0,22.89156626506024,3.206140350877193,0.7339357429718876,4
-122.24,37.8,52.0,1591.0,373.0,1118.0,347.0,2.1563,128600.0,0,0,0,1,0,23.444374607165305,3.2219020172910664,0.7027027027027027,4
-122.24,37.8,52.0,1586.0,398.0,1006.0,335.0,2.1348,140600.0,0,0,0,1,0,25.09457755359395,3.002985074626866,0.6343001261034048,4
-122.24,37.8,47.0,2046.0,588.0,1213.0,554.0,2.6292,182700.0,0,0,0,1,0,28.739002932551323,2.1895306859205776,0.5928641251221897,4
