longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,bedroom_share,men_per_household,population_per_room,age_cat,city
-122.26,37.85,52.0,2643.0,626.0,1212.0,620.0,1.9167,159200.0,0,0,0,1,0,23.685205,1.9548388,0.4585698,4,1
-122.26,37.85,50.0,1120.0,283.0,697.0,264.0,2.125,140000.0,0,0,0,1,0,25.267857,2.6401515,0.6223214,4,1
-122.27,37.85,52.0,1966.0,347.0,793.0,331.0,2.775,152500.0,0,0,0,1,0,17.650051,2.3957703,0.40335706,4,1
-122.27,37.85,52.0,1228.0,293.0,648.0,303.0,2.1202,155500.0,0,0,0,1,0,23.859936,2.138614,0.5276873,4,1
-122.26,37.84,50.0,2239.0,455.0,990.0,419.0,1.9911,158700.0,0,0,0,1,0,20.321571,2.3627684,0.44216168,4,1
-122.27,37.84,52.0,1503.0,298.0,690.0,275.0,2.6033,162900.0,0,0,0,1,0,19.827013,2.509091,0.45908183,4,1
-122.27,37.85,40.0,751.0,184.0,409.0,166.0,1.3578,147500.0,0,0,0,1,0,24.500666,2.4638555,0.54460716,4,1
-122.27,37.85,42.0,1639.0,367.0,929.0,366.0,1.7135,159800.0,0,0,0,1,0,22.391703,2.5382514,0.56680906,4,1
-122.27,37.84,52.0,2436.0,541.0,1015.0,478.0,1.725,113900.0,0,0,0,1,0,22.208538,2.123431,0.41666666,4,1
-122.27,37.84,52.0,1688.0,337.0,853.0,325.0,2.1806,99700.0,0,0,0,1,0,19.964455,2.6246154,0.50533175,4,1
-122.27,37.84,52.0,2224.0,437.0,1006.0,422.0,2.6,132600.0,0,0,0,1,0,19.64928,2.3838863,0.45233813,4,1
-122.28,37.85,29.0,535.0,123.0,317.0,119.0,2.4038,107500.0,0,0,0,1,0,22.990654,2.6638656,0.59252334,4,1
-122.28,37.85,49.0,1130.0,244.0,607.0,239.0,2.4597,93800.0,0,0,0,1,0,21.59292,2.539749,0.53716815,4,1
-122.28,37.85,52.0,1898.0,421.0,1102.0,397.0,1.808,105500.0,0,0,0,1,0,22.181244,2.7758186,0.58061117,4,1
-122.28,37.84,50.0,2082.0,492.0,1131.0,473.0,1.6424,108900.0,0,0,0,1,0,23.631124,2.3911204,0.5432277,4,1
-122.28,37.84,52.0,729.0,160.0,395.0,155.0,1.6875,132000.0,0,0,0,1,0,21.947874,2.548387,0.5418381,4,1
-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274,122300.0,0,0,0,1,0,23.329853,2.283069,0.45041755,4,1
-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,115200.0,0,0,0,1,0,22.34092,2.6485262,0.5424988,4,1
-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,110400.0,0,0,0,1,0,21.279917,3.0626867,0.53381896,4,1
-122.27,37.83,49.0,1655.0,366.0,754.0,329.0,1.375,104900.0,0,0,0,1,0,22.114803,2.2917933,0.45558912,4,1
-122.27,37.83,51.0,2665.0,574.0,1510.0,536.0,2.7303,109700.0,0,0,0,1,0,21.538462,2.8171642,0.56660414,4,1
-122.27,37.83,49.0,1215.0,282.0,570.0,264.0,1.4861,97200.0,0,0,0,1,0,23.209877,2.159091,0.4691358,4,1
-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,104500.0,0,0,0,1,0,24.026697,2.6390374,0.5489433,4,1
-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,103900.0,0,0,0,1,0,25.81072,2.235732,0.59629387,4,1
-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,191400.0,0,0,0,1,0,22.44898,2.2297735,0.46870747,4,1
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,176000.0,0,0,0,1,0,29.399672,1.9784483,0.5662007,4,1
-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0,0,0,0,1,0,25.165165,2.3949368,0.56816816,4,1
-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,150000.0,0,0,0,1,0,33.226494,2.0763052,0.5523504,4,1
-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0,0,0,0,1,0,28.330996,2.4444444,0.6479663,4,1
-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,188800.0,0,0,0,1,0,21.263159,2.3585858,0.49157894,4,1
-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,184400.0,0,0,0,1,0,21.552322,2.260274,0.45738044,4,1
-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,0,0,0,1,0,25.362318,1.8795811,0.4335749,4,1
-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,0,0,0,1,0,28.622223,2.0263157,0.54755557,4,1
-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,0,0,0,1,0,30.983118,2.2055335,0.55412114,4,1
-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,0,0,0,1,0,31.25,2.64375,0.67788464,4,1
-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,0,0,0,1,0,39.64059,1.9886364,0.7399577,4,1
-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,0,0,0,1,0,50.558037,1.6780822,0.8203125,3,1
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,0,0,0,1,0,24.411135,2.6068797,0.56798714,4,1
-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,0,0,0,1,0,26.482458,2.7208333,0.6081962,4,1
-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,0,0,0,1,0,27.97546,2.905,0.7128834,4,1
-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,0,0,0,1,0,20.08547,3.0085838,0.5991453,4,1
-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,0,0,0,1,0,25.714285,2.6181817,0.60952383,4,1
-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,0,0,0,1,0,23.263329,2.4015443,0.5024233,4,1
-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,0,0,0,1,0,22.498322,2.9836066,0.48891875,4,1
-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,0,0,0,1,0,24.585436,3.5328948,0.7743331,4,1
-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,0,0,0,1,0,27.215189,1.6491228,0.5949367,1,1
-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,0,0,0,1,0,18.82248,2.9625669,0.4942016,4,1
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,0,0,0,1,0,21.481482,3.7391305,0.63703704,4,1
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,0,0,0,1,0,25.0,3.090164,0.49605262,4,1
-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,76100.0,0,0,0,1,0,19.362745,3.2767296,0.4256536,4,1
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,0,0,0,1,0,21.980677,2.9473684,0.47342995,4,1
-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,0,0,0,1,0,20.69307,3.2299466,0.5980198,4,1
-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,0,0,0,1,0,24.329897,2.373494,0.54158074,4,1
-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,0,0,0,1,0,23.75852,3.3469388,0.47906524,4,1
-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,0,0,0,1,0,19.055944,3.3414633,0.47902098,4,1
-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,0,0,0,1,0,22.991789,2.9836333,0.650839,4,1
-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,0,0,0,1,0,19.791666,3.0866141,0.5104167,4,1
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,0,0,0,1,0,31.764706,2.101083,0.6224599,4,1
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,0,0,0,1,0,24.170616,3.6842105,0.6635071,4,1
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,0,0,0,1,0,33.333332,2.5714285,1.5,4,1
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,0,0,0,1,0,19.281437,2.1804512,0.3473054,3,1
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,0,0,0,1,0,37.348423,1.7357631,0.6160065,3,1
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,0,0,0,1,0,19.286205,2.4282908,0.42415923,4,1
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,0,0,0,1,0,20.13256,3.4830918,0.5973488,3,1
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,0,0,0,1,0,21.432665,3.243077,0.6040115,3,1
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,0,0,0,1,0,25.730993,2.2193549,0.50292397,4,1
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,0,0,0,1,0,31.277056,2.1072664,0.65909094,3,1
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,0,0,0,1,0,26.666666,3.267857,0.87142855,4,1
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,0,0,0,1,0,28.529411,2.2988505,0.5882353,4,1
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,0,0,0,1,0,42.487045,2.232258,0.89637303,4,1
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,0,0,0,1,0,19.409283,2.7633135,0.49261603,4,1
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,0,0,0,1,0,18.499353,3.278261,0.4877102,4,1
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,0,0,0,1,0,51.25,1.5315789,0.66136366,4,1
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,0,0,0,1,0,39.771427,1.6545454,0.624,2,1
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,0,0,0,1,0,40.0,3.2051282,1.1904762,2,1
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,0,0,0,1,0,39.43662,2.2099447,0.804829,3,1
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,0,0,0,1,0,32.291668,5.617647,1.9895834,4,1
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,0,0,0,1,0,32.890995,2.3774834,0.6805687,4,1
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,0,0,0,1,0,36.32653,2.8415418,0.7737609,4,1
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,0,0,0,1,0,46.481518,1.4933276,0.6509664,4,1
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,0,0,0,1,0,28.959965,1.7355932,0.44560486,4,1
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,0,0,0,1,0,31.940298,2.2197802,0.6029851,4,1
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,0,0,0,1,0,34.492123,1.6192,0.5497013,3,1
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,0,0,0,1,0,29.865126,1.8755102,0.50591797,4,1
-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,0,0,0,1,0,30.369415,1.8432,0.49484536,4,1
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,0,0,0,1,0,27.60937,1.7120908,0.4414399,4,1
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,0,0,0,1,0,28.337236,1.7061404,0.45550352,4,1
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,0,0,0,1,0,32.529003,1.4600326,0.4153132,4,1
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0,0,0,0,1,0,32.60092,1.5030743,0.45801398,4,1
-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,0,0,0,1,0,14.910537,2.762295,0.44665343,4,1
-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,0,0,0,1,0,23.79072,1.5548246,0.34995064,4,1
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,0,0,0,1,0,26.166098,1.6255925,0.39021614,4,1
-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,0,0,0,1,0,21.57426,2.011142,0.41482332,4,1
-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,0,0,0,1,0,25.621817,1.8952619,0.45549896,4,1
-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,0,0,0,1,0,20.294945,2.173913,0.38623595,4,1
-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,0,0,0,1,0,28.826464,1.7671233,0.4741402,4,1
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,0,0,0,1,0,30.209648,1.4371405,0.4417782,4,1
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,0,0,0,1,0,23.526936,1.8092486,0.395202,4,1
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,0,0,0,1,0,26.534409,1.599526,0.41847488,4,1
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,0,0,0,1,0,22.439405,1.8350515,0.41751367,4,1
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0,0,0,0,1,0,34.846676,1.5400361,0.5093588,4,1
-122.25,37.83,29.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,0,0,0,1,0,26.372314,1.7222759,0.426253,4,1
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,0,0,0,1,0,15.864811,2.600536,0.3856859,4,1
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,0,0,0,1,0,14.299212,2.2639174,0.34582677,4,1
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,0,0,0,1,0,15.76087,2.1117022,0.3082298,4,1
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,0,0,0,1,0,16.167665,2.0851064,0.29341316,4,1
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,0,0,0,1,0,14.678572,2.6327543,0.37892857,4,1
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,0,0,0,1,0,16.26523,2.1207206,0.33352223,4,1
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,0,0,0,1,0,13.973967,2.455041,0.3449464,4,1
-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,337300.0,0,0,0,1,0,19.822205,2.124477,0.3841498,4,1
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,0,0,0,1,0,16.115843,2.1524007,0.35127768,4,1
-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,0,0,0,1,0,17.435747,2.2747068,0.39661214,4,1
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,0,0,0,1,0,13.504308,2.470948,0.3237828,4,1
-122.2,37.84,30.0,2211.0,346.0,966.0,343.0,6.0666,311500.0,0,0,0,1,0,15.649028,2.8163266,0.43690637,4,1
-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,325900.0,0,0,0,1,0,16.129032,2.298387,0.37524688,4,1
-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,392600.0,0,0,0,1,0,12.987013,2.7474227,0.32962275,3,1
-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,319300.0,0,0,0,1,0,16.055847,2.4198647,0.37417102,4,1
-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,333300.0,0,0,0,1,0,15.557749,2.1240208,0.3212241,4,1
-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,335200.0,0,0,0,1,0,13.87632,2.4368422,0.34917045,4,1
-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,351200.0,0,0,0,1,0,14.033983,2.5687203,0.34109503,4,1
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,0,0,0,1,0,15.131211,2.4572492,0.36906755,4,1
-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,365900.0,0,0,0,1,0,14.386921,2.4144487,0.34604904,4,1
-122.2,37.82,29.0,1229.0,181.0,420.0,176.0,7.0175,366700.0,0,0,0,1,0,14.727421,2.3863637,0.34174126,4,1
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,362800.0,0,0,0,1,0,14.164456,2.53,0.33554375,4,1
-122.18,37.81,30.0,292.0,38.0,147.0,52.0,6.3624,483300.0,0,0,0,1,0,13.013699,2.8269231,0.50342464,4,1
-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,331400.0,0,0,0,1,0,14.021052,2.3228571,0.3423158,4,1
-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,323500.0,0,0,0,1,0,14.709851,2.504695,0.3599865,4,1
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,216700.0,0,0,0,1,0,21.355453,2.2826087,0.4447582,4,1
-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,233100.0,0,0,0,1,0,23.73558,1.952772,0.4219166,4,1
-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,296400.0,0,0,0,1,0,15.262779,2.2767856,0.36717063,4,1
-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,273700.0,0,0,0,1,0,16.996449,2.4837663,0.38812786,4,1
-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,227700.0,0,0,0,1,0,21.300962,2.4543478,0.5171782,4,1
-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,199600.0,0,0,0,1,0,20.297462,2.4331067,0.46937883,4,1
-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,239800.0,0,0,0,1,0,19.882397,2.3009708,0.43550166,4,1
-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,270100.0,0,0,0,1,0,16.749012,2.2235293,0.37351778,4,1
-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,302100.0,0,0,0,1,0,18.206522,1.9846449,0.3512228,4,1
-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,269500.0,0,0,0,1,0,23.905558,1.714597,0.38711265,4,1
-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,314700.0,0,0,0,1,0,15.98046,2.8732395,0.42707607,4,1
-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,390100.0,0,0,0,1,0,13.734199,2.6868422,0.3488213,4,1
-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,410300.0,0,0,0,1,0,12.613391,3.3372092,0.37192225,4,1
-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,352400.0,0,0,0,1,0,12.595573,2.9143732,0.383501,4,1
-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,287300.0,0,0,0,1,0,15.973154,2.4765625,0.42550334,4,1
-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.508,348700.0,0,0,0,1,0,12.97086,2.4943182,0.31201136,4,1
-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,243800.0,0,0,0,1,0,26.27807,1.9006212,0.43860486,4,1
-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944,211500.0,0,0,0,1,0,18.918919,2.057143,0.4054054,4,1
-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,218400.0,0,0,0,1,0,24.43699,2.452869,0.5735505,4,1
-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,269900.0,0,0,0,1,0,19.976124,2.023166,0.41703144,4,1
-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,218800.0,0,0,0,1,0,25.835396,1.8380188,0.42481434,4,1
-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,225000.0,0,0,0,1,0,25.849514,1.6896552,0.41626215,4,1
-122.25,37.8,43.0,2364.0,792.0,1359.0,722.0,2.1429,250000.0,0,0,0,1,0,33.502537,1.8822714,0.5748731,4,1
-122.25,37.8,41.0,1471.0,469.0,1062.0,413.0,1.6121,171400.0,0,0,0,1,0,31.883072,2.5714285,0.72195786,4,1
-122.25,37.8,29.0,2468.0,864.0,2178.0,773.0,1.3929,193800.0,0,0,0,1,0,35.008102,2.8175938,0.88249594,4,1
-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,125000.0,0,0,0,1,0,30.147058,2.7296038,0.7175245,4,1
-122.25,37.79,45.0,1786.0,526.0,1475.0,460.0,1.7772,97500.0,0,0,0,1,0,29.451288,3.2065217,0.82586783,4,1
-122.25,37.79,29.0,629.0,188.0,742.0,196.0,2.6458,125000.0,0,0,0,1,0,29.888712,3.7857144,1.1796502,4,1
-122.25,37.79,52.0,1339.0,391.0,1086.0,363.0,2.181,138800.0,0,0,0,1,0,29.200895,2.9917355,0.81105304,4,1
-122.25,37.8,36.0,1678.0,606.0,1645.0,543.0,2.2303,116700.0,0,0,0,1,0,36.11442,3.029466,0.98033375,4,1
-122.25,37.8,43.0,2344.0,647.0,1710.0,644.0,1.6504,151800.0,0,0,0,1,0,27.602388,2.6552794,0.72952217,4,1
-122.24,37.8,52.0,996.0,228.0,731.0,228.0,2.2697,127000.0,0,0,0,1,0,22.891565,3.2061403,0.7339357,4,1
-122.24,37.8,52.0,1591.0,373.0,1118.0,347.0,2.1563,128600.0,0,0,0,1,0,23.444374,3.2219021,0.7027027,4,1
-122.24,37.8,52.0,1586.0,398.0,1006.0,335.0,2.1348,140600.0,0,0,0,1,0,25.094578,3.002985,0.6343001,4,1
-122.24,37.8,47.0,2046.0,588.0,1213.0,554.0,2.6292,182700.0,0,0,0,1,0,28.739002,2.1895306,0.5928641,4,1
-122.23,37.8,52.0,1192.0,289.0,772.0,257.0,2.3833,146900.0,0,0,0,1,0,24.244967,3.003891,0.647651,4,1
-122.24,37.8,52.0,1803.0,420.0,1321.0,401.0,2.957,122800.0,0,0,0,1,0,23.29451,3.2942643,0.7326678,4,1
-122.24,37.8,49.0,2838.0,749.0,1487.0,677.0,2.5238,169300.0,0,0,0,1,0,26.391825,2.196455,0.52396053,4,1
-122.23,37.8,52.0,783.0,184.0,488.0,186.0,1.9375,126600.0,0,0,0,1,0,23.499361,2.6236558,0.6232439,4,1
-122.23,37.8,51.0,1590.0,414.0,949.0,392.0,1.9028,127900.0,0,0,0,1,0,26.037735,2.4209185,0.59685534,4,1
-122.23,37.8,50.0,1746.0,480.0,1149.0,415.0,2.25,123500.0,0,0,0,1,0,27.49141,2.7686746,0.65807563,4,1
-122.23,37.8,52.0,1252.0,299.0,844.0,280.0,2.3929,111900.0,0,0,0,1,0,23.881788,3.0142858,0.6741214,4,1
-122.23,37.79,43.0,5963.0,1344.0,4367.0,1231.0,2.1917,112800.0,0,0,0,1,0,22.53899,3.5475223,0.7323495,4,1
-122.23,37.79,52.0,1783.0,395.0,1659.0,412.0,2.9357,107900.0,0,0,0,1,0,22.153673,4.026699,0.9304543,4,1
-122.23,37.79,30.0,999.0,264.0,1011.0,263.0,1.8854,137500.0,0,0,0,1,0,26.426426,3.8441064,1.012012,4,1
-122.24,37.79,39.0,1469.0,431.0,1464.0,389.0,2.1638,105500.0,0,0,0,1,0,29.339687,3.7634962,0.99659634,4,1
-122.24,37.79,47.0,1372.0,395.0,1237.0,303.0,2.125,95500.0,0,0,0,1,0,28.790087,4.082508,0.9016035,4,1
-122.24,37.79,52.0,674.0,180.0,647.0,168.0,3.375,116100.0,0,0,0,1,0,26.706232,3.8511906,0.9599407,4,1
-122.24,37.79,43.0,1626.0,376.0,1284.0,357.0,2.2542,112200.0,0,0,0,1,0,23.124231,3.5966387,0.7896679,4,1
-122.25,37.79,51.0,175.0,43.0,228.0,55.0,2.1,75000.0,0,0,0,1,0,24.571428,4.1454544,1.3028572,4,1
-122.25,37.79,39.0,461.0,129.0,381.0,123.0,1.6,112500.0,0,0,0,1,0,27.982647,3.097561,0.82646424,4,1
-122.25,37.79,52.0,902.0,237.0,640.0,227.0,3.625,125000.0,0,0,0,1,0,26.274944,2.8193831,0.70953435,4,1
-122.26,37.8,20.0,2373.0,779.0,1659.0,676.0,1.6929,115000.0,0,0,0,1,0,32.827644,2.454142,0.69911504,3,1
